SAB	Översättning
Qada-m(p)	Privat äganderätt: Östeuropa: periodika
Qada-m	Privat äganderätt: Östeuropa
Qada-m:oe	Privat äganderätt: Östeuropa: lagstiftning
Qada-ma	Privat äganderätt: Ryssland
Qada-mb	Privat äganderätt: Polen
Qada-mc	Privat äganderätt: Estland, Lettland, Litauen
Qada-n	Privat äganderätt: Balkanländerna
Qada-na	Privat äganderätt: Rumänien
Qada-nc	Privat äganderätt: Bulgarien
Qada-oa	Privat äganderätt: Främre Asien
Qada-ocda	Privat äganderätt: Laos
Qada-oea	Privat äganderätt: Kina
Qada-oec	Privat äganderätt: Japan
Qada-p	Privat äganderätt: Afrika
Qada-pfc	Privat äganderätt: Tanzania
Qada-qa	Privat äganderätt: Förenta staterna
Qada-qb	Privat äganderätt: Kanada
Qada-qca	Privat äganderätt: Mexiko
Qada-qce	Privat äganderätt: Nicaragua
Qada-qd	Privat äganderätt: Sydamerika
Qada-qdd	Privat äganderätt: Brasilien
Qada-qdg	Privat äganderätt: Argentina
Qada-qdh	Privat äganderätt: Chile
Qada-qdk	Privat äganderätt: Peru
Qada-ra	Privat äganderätt: Australien
Qadb(k)	Monopol och konkurrens: kongresstryck
Qadb(p)	Monopol och konkurrens: periodika
Qadb(u)	Monopol och konkurrens: urkunder, lagar
Qadb	Monopol och konkurrens
Qadb:a	Monopol och konkurrens: bibliografi
Qadb:oe(p)	Monopol och konkurrens: lagstiftning: periodika
Qadb:oe	Monopol och konkurrens: lagstiftning
Qadb-a	Monopol och konkurrens: Europa
Qadb-a:oe	Monopol och konkurrens: Europa: lagstiftning
Qadb-ae(p)	Monopol och konkurrens: Europeiska unionen: periodika
Qadb-ae	Monopol och konkurrens: Europeiska unionen
Qadb-b(k)	Monopol och konkurrens: Norden: kongresstryck
Qadb-b	Monopol och konkurrens: Norden
Qadb-b:oe	Monopol och konkurrens: Norden: lagstiftning
Qadb-c(p)	Monopol och konkurrens: Sverige: periodika
Qadb-c	Monopol och konkurrens: Sverige
Qadb-c:bf	Monopol och konkurrens: Sverige: institutioner
Qadb-c:oe(p)	Monopol och konkurrens: Sverige: lagstiftning: periodika
Qadb-c:oe	Monopol och konkurrens: Sverige: lagstiftning
Qadb-da:oi(p)	Monopol och konkurrens: Danmark: statistik: periodika
Qadb-db	Monopol och konkurrens: Norge
Qadb-dd	Monopol och konkurrens: Finland
Qadb-e	Monopol och konkurrens: Brittiska öarna (Storbritannien)
Qadb-et	Monopol och konkurrens: Irland
Qadb-fa	Monopol och konkurrens: Tyskland
Qadb-h	Monopol och konkurrens: Schweiz
Qadb-j	Monopol och konkurrens: Frankrike
Qadb-o	Monopol och konkurrens: Asien
Qadb-oec	Monopol och konkurrens: Japan
Qadb-pc	Monopol och konkurrens: Västafrika
Qadb-qa	Monopol och konkurrens: Förenta staterna
Qadb-qa:oe	Monopol och konkurrens: Förenta staterna: lagstiftning
Qadb-qb	Monopol och konkurrens: Kanada
Qadb-qdh	Monopol och konkurrens: Chile
Qadba	Monopol och oligopol
Qadba:t	Monopol och oligopol: matematik och statistisk metod
Qadba-da	Monopol och oligopol: Danmark
Qadba-qdf	Monopol och oligopol: Uruguay
Qadbb	Karteller och truster
Qadbb:k	Karteller och truster: historia
Qadbb:oe	Karteller och truster: lagstiftning
Qadbb-a	Karteller och truster: Europa
Qadbb-ae:oe	Karteller och truster: Europeiska unionen: lagstiftning
Qadbb-c:oe	Karteller och truster: Sverige: lagstiftning
Qadbb-db	Karteller och truster: Norge
Qadbb-e:k.52	Karteller och truster: Brittiska öarna (Storbritannien): historia: mellankrigstiden 1918-1939
Qadbb-e:k.6	Karteller och truster: Brittiska öarna (Storbritannien): historia: 2000-
Qadbb-qa	Karteller och truster: Förenta staterna
Qadbb-qa:oe	Karteller och truster: Förenta staterna: lagstiftning
Qadbc	Monopol och konkurrens
Qadc(k)	Statlig reglering av näringslivet: kongresstryck
Qadc(p)	Statlig reglering av näringslivet: periodika
Qadc	Statlig reglering av näringslivet
Qadc:k	Statlig reglering av näringslivet: historia
Qadc:t	Statlig reglering av näringslivet: matematik och statistisk metod
Qadc-a	Statlig reglering av näringslivet: Europa
Qadc-ae	Statlig reglering av näringslivet: Europeiska unionen
Qadc-ae:oe	Statlig reglering av näringslivet: Europeiska unionen: lagstiftning
Qadc-b	Statlig reglering av näringslivet: Norden
Qadc-c(p)	Statlig reglering av näringslivet: Sverige: periodika
Qadc-c	Statlig reglering av näringslivet: Sverige
Qadc-c	Statlig reglering av näringslivet: Sverige
Qadc-c/DR	Statlig reglering av näringslivet: Sverige: fjärråtkomst
Qadc-c:k	Statlig reglering av näringslivet: Sverige: historia
Qadc-c:oe	Statlig reglering av näringslivet: Sverige: lagstiftning
Qadc-c:oi	Statlig reglering av näringslivet: Sverige: statistik
Qadc-da:k.5	Statlig reglering av näringslivet: Danmark: historia: 1914-
Qadc-da:k.6	Statlig reglering av näringslivet: Danmark: historia: 2000-
Qadc-db	Statlig reglering av näringslivet: Norge
Qadc-dd	Statlig reglering av näringslivet: Finland
Qadc-e	Statlig reglering av näringslivet: Brittiska öarna (Storbritannien)
Qadc-e:k.55	Statlig reglering av näringslivet: Brittiska öarna (Storbritannien): historia: 1945-
Qadc-e:k.6	Statlig reglering av näringslivet: Brittiska öarna (Storbritannien): historia: 2000-
Qadc-fa	Statlig reglering av näringslivet: Tyskland
Qadc-fag	Statlig reglering av näringslivet: Västtyskland
Qadc-fah	Statlig reglering av näringslivet: Östtyskland
Qadc-fb	Statlig reglering av näringslivet: Österrike
Qadc-fc	Statlig reglering av näringslivet: Ungern
Qadc-fd	Statlig reglering av näringslivet: Tjeckien och Slovakien
Qadc-gb(k)	Statlig reglering av näringslivet: Belgien: kongresstryck
Qadc-gb	Statlig reglering av näringslivet: Belgien
Qadc-i	Statlig reglering av näringslivet: Italien
Qadc-j	Statlig reglering av näringslivet: Frankrike
Qadc-j:k.5	Statlig reglering av näringslivet: Frankrike: historia: 1914-
Qadc-j:k.6	Statlig reglering av näringslivet: Frankrike: historia: 2000-
Qadc-k	Statlig reglering av näringslivet: Spanien
Qadc-m(k)	Statlig reglering av näringslivet: Östeuropa: kongresstryck
Qadc-m	Statlig reglering av näringslivet: Östeuropa
Qadc-ma	Statlig reglering av näringslivet: Ryssland
Qadc-ma	Statlig reglering av näringslivet: Ryssland
Qadc-mb	Statlig reglering av näringslivet: Polen
Qadc-na	Statlig reglering av näringslivet: Rumänien
Qadc-nb	Statlig reglering av näringslivet: Jugoslavien
Qadc-nf	Statlig reglering av näringslivet: Albanien
Qadc-o	Statlig reglering av näringslivet: Asien
Qadc-oafi	Statlig reglering av näringslivet: Israel
Qadc-oba	Statlig reglering av näringslivet: Indien
Qadc-obe	Statlig reglering av näringslivet: Sri Lanka
Qadc-oc	Statlig reglering av näringslivet: Bortre Indien
Qadc-od	Statlig reglering av näringslivet: Ostindiska öarna
Qadc-oda	Statlig reglering av näringslivet: Indonesien
Qadc-odc	Statlig reglering av näringslivet: Filippinerna
Qadc-oe	Statlig reglering av näringslivet: Östasien
Qadc-oea	Statlig reglering av näringslivet: Kina
Qadc-oeb	Statlig reglering av näringslivet: Korea
Qadc-oeba	Statlig reglering av näringslivet: Nordkorea
Qadc-oebb	Statlig reglering av näringslivet: Sydkorea
Qadc-oec	Statlig reglering av näringslivet: Japan
Qadc-p	Statlig reglering av näringslivet: Afrika
Qadc-pccc	Statlig reglering av näringslivet: Senegal
Qadc-pcd	Statlig reglering av näringslivet: Södra Västafrika
Qadc-pfb	Statlig reglering av näringslivet: Kenya
Qadc-qa	Statlig reglering av näringslivet: Förenta staterna
Qadc-qb	Statlig reglering av näringslivet: Kanada
Qadc-qc	Statlig reglering av näringslivet: Mexiko, Centralamerika och Västindien
Qadc-qca	Statlig reglering av näringslivet: Mexiko
Qadc-qchaa	Statlig reglering av näringslivet: Kuba
Qadc-qd	Statlig reglering av näringslivet: Sydamerika
Qadc-qdb	Statlig reglering av näringslivet: Venezuela
Qadc-qdd	Statlig reglering av näringslivet: Brasilien
Qadc-qdg	Statlig reglering av näringslivet: Argentina
Qadc-qdh	Statlig reglering av näringslivet: Chile
Qadc-qdk	Statlig reglering av näringslivet: Peru
Qadcb(k)	Regionalpolitik och lokaliseringspolitik: kongresstryck
Qadcb(p)	Regionalpolitik och lokaliseringspolitik: periodika
Qadcb	Regionalpolitik och lokaliseringspolitik
Qadcb:a	Regionalpolitik och lokaliseringspolitik: bibliografi
Qadcb-a(p)	Regionalpolitik och lokaliseringspolitik: Europa: periodika
Qadcb-a	Regionalpolitik och lokaliseringspolitik: Europa
Qadcb-a:oi(p)	Regionalpolitik och lokaliseringspolitik: Europa: statistik: periodika
Qadcb-ae(p)	Regionalpolitik och lokaliseringspolitik: Europeiska unionen: periodika
Qadcb-ae	Regionalpolitik och lokaliseringspolitik: Europeiska unionen
Qadcb-ae:bf	Regionalpolitik och lokaliseringspolitik: Europeiska unionen: institutioner
Qadcb-ae:oe	Regionalpolitik och lokaliseringspolitik: Europeiska unionen: lagstiftning
Qadcb-ae:oi(p)	Regionalpolitik och lokaliseringspolitik: Europeiska unionen: statistik: periodika
Qadcb-ae:oi	Regionalpolitik och lokaliseringspolitik: Europeiska unionen: statistik
Qadcb-b(k)	Regionalpolitik och lokaliseringspolitik: Norden: kongresstryck
Qadcb-b	Regionalpolitik och lokaliseringspolitik: Norden
Qadcb-c(p)	Regionalpolitik och lokaliseringspolitik: Sverige: periodika
Qadcb-c	Regionalpolitik och lokaliseringspolitik: Sverige
Qadcb-c:k.55	Regionalpolitik och lokaliseringspolitik: Sverige: historia: 1945-
Qadcb-c:k.6	Regionalpolitik och lokaliseringspolitik: Sverige: historia: 2000-
Qadcb-cba	Regionalpolitik och lokaliseringspolitik: Skåne
Qadcb-cbaa	Regionalpolitik och lokaliseringspolitik: Malmöhus län
Qadcb-cbhb	Regionalpolitik och lokaliseringspolitik: Älvsborgs län
Qadcb-ccc	Regionalpolitik och lokaliseringspolitik: Jämtland
Qadcb-da	Regionalpolitik och lokaliseringspolitik: Danmark
Qadcb-db	Regionalpolitik och lokaliseringspolitik: Norge
Qadcb-db:k.52	Regionalpolitik och lokaliseringspolitik: Norge: historia: mellankrigstiden 1918-1939
Qadcb-db:k.6	Regionalpolitik och lokaliseringspolitik: Norge: historia: 2000-
Qadcb-dd	Regionalpolitik och lokaliseringspolitik: Finland
Qadcb-e	Regionalpolitik och lokaliseringspolitik: Brittiska öarna (Storbritannien)
Qadcb-ea	Regionalpolitik och lokaliseringspolitik: England
Qadcb-es	Regionalpolitik och lokaliseringspolitik: Skottland
Qadcb-et	Regionalpolitik och lokaliseringspolitik: Irland
Qadcb-fa	Regionalpolitik och lokaliseringspolitik: Tyskland
Qadcb-fag	Regionalpolitik och lokaliseringspolitik: Västtyskland
Qadcb-g	Regionalpolitik och lokaliseringspolitik: Nederländerna, Belgien och Luxemburg
Qadcb-ga	Regionalpolitik och lokaliseringspolitik: Nederländerna
Qadcb-gb	Regionalpolitik och lokaliseringspolitik: Belgien
Qadcb-gc	Regionalpolitik och lokaliseringspolitik: Luxemburg
Qadcb-i	Regionalpolitik och lokaliseringspolitik: Italien
Qadcb-j	Regionalpolitik och lokaliseringspolitik: Frankrike
Qadcb-k	Regionalpolitik och lokaliseringspolitik: Spanien
Qadcb-l	Regionalpolitik och lokaliseringspolitik: Portugal
Qadcb-m	Regionalpolitik och lokaliseringspolitik: Östeuropa
Qadcb-ma	Regionalpolitik och lokaliseringspolitik: Ryssland
Qadcb-nd	Regionalpolitik och lokaliseringspolitik: Grekland
Qadcb-oea	Regionalpolitik och lokaliseringspolitik: Kina
Qadcb-pe	Regionalpolitik och lokaliseringspolitik: Södra Afrika
Qadcb-pfb	Regionalpolitik och lokaliseringspolitik: Kenya
Qadcb-qa	Regionalpolitik och lokaliseringspolitik: Förenta staterna
Qadcb-qaeh	Regionalpolitik och lokaliseringspolitik: Colorado
Qadcb-qb	Regionalpolitik och lokaliseringspolitik: Kanada
Qadcb-qdca	Regionalpolitik och lokaliseringspolitik: Guyana
Qadcbc-c	Regionalpolitik och lokaliseringspolitik: Sverige
Qadcc	Industripolitik
Qadcc:k	Industripolitik: historia
Qadcc:k.46	Industripolitik: historia: 1815-1914
Qadcc-a	Industripolitik: Europa
Qadcc-ae(p)	Industripolitik: Europeiska unionen: periodika
Qadcc-ae	Industripolitik: Europeiska unionen
Qadcc-b(k)	Industripolitik: Norden: kongresstryck
Qadcc-b	Industripolitik: Norden
Qadcc-c(p)	Industripolitik: Sverige: periodika
Qadcc-c	Industripolitik: Sverige
Qadcc-caba	Industripolitik: Uppsala län
Qadcc-caf	Industripolitik: Dalarna
Qadcc-cbdb	Industripolitik: Jönköpings län
Qadcc-da	Industripolitik: Danmark
Qadcc-db	Industripolitik: Norge
Qadcc-dd	Industripolitik: Finland
Qadcc-dd:k.46	Industripolitik: Finland: historia: 1815-1914
Qadcc-e	Industripolitik: Brittiska öarna (Storbritannien)
Qadcc-fa:k.52	Industripolitik: Tyskland: historia: mellankrigstiden 1918-1939
Qadcc-fa:k.6	Industripolitik: Tyskland: historia: 2000-
Qadcc-fah	Industripolitik: Östtyskland
Qadcc-fb	Industripolitik: Österrike
Qadcc-i	Industripolitik: Italien
Qadcc-j	Industripolitik: Frankrike
Qadcc-m	Industripolitik: Östeuropa
Qadcc-ma	Industripolitik: Ryssland
Qadcc-mc	Industripolitik: Estland, Lettland, Litauen
Qadcc-mca	Industripolitik: Estland
Qadcc-nc	Industripolitik: Bulgarien
Qadcc-oak	Industripolitik: Iran (Persien)
Qadcc-oba	Industripolitik: Indien
Qadcc-oc	Industripolitik: Bortre Indien
Qadcc-ocb	Industripolitik: Thailand
Qadcc-oe	Industripolitik: Östasien
Qadcc-oea	Industripolitik: Kina
Qadcc-oeaf	Industripolitik: Taiwan
Qadcc-oeb	Industripolitik: Korea
Qadcc-oebb	Industripolitik: Sydkorea
Qadcc-oec	Industripolitik: Japan
Qadcc-oec:k.55	Industripolitik: Japan: historia: 1945-

Qadcc-oec:k.6	Industripolitik: Japan: historia: 2000-
Qadcc-p(k)	Industripolitik: Afrika: kongresstryck
Qadcc-pad	Industripolitik: Libyen
Qadcc-pe	Industripolitik: Södra Afrika
Qadcc-peaa	Industripolitik: Sydafrikanska republiken
Qadcc-pfb	Industripolitik: Kenya
Qadcc-pfc	Industripolitik: Tanzania
Qadcc-qa	Industripolitik: Förenta staterna
Qadcc-qca	Industripolitik: Mexiko
Qadcc-qd	Industripolitik: Sydamerika
Qadcc-ra	Industripolitik: Australien
Qadcca(k)	Statligt företagande: kongresstryck
Qadcca	Statligt företagande
Qadcca-a	Statligt företagande: Europa
Qadcca-ae(p)	Statligt företagande: Europeiska unionen: periodika
Qadcca-ae	Statligt företagande: Europeiska unionen
Qadcca-c	Statligt företagande: Sverige
Qadcca-db:k.55	Statligt företagande: Norge: historia: 1945-
Qadcca-db:k.6	Statligt företagande: Norge: historia: 2000-
Qadcca-dd	Statligt företagande: Finland
Qadcca-e	Statligt företagande: Brittiska öarna (Storbritannien)
Qadcca-fah	Statligt företagande: Östtyskland
Qadcca-k	Statligt företagande: Spanien
Qadcca-m(k)	Statligt företagande: Östeuropa: kongresstryck
Qadcca-qdd	Statligt företagande: Brasilien
Qadck	Krigsekonomi och krisekonomi
Qadck:k.54	Krigsekonomi och krisekonomi: historia: andra världskriget 1939-1945
Qadck:k.6	Krigsekonomi och krisekonomi: historia: 2000-
Qadck-c	Krigsekonomi och krisekonomi: Sverige
Qadck-c:k.54	Krigsekonomi och krisekonomi: Sverige: historia: andra världskriget 1939-1945
Qadck-c:k.6	Krigsekonomi och krisekonomi: Sverige: historia: 2000-
Qadck-fa	Krigsekonomi och krisekonomi: Tyskland
Qadck-fa:k.53	Krigsekonomi och krisekonomi: Tyskland: historia: 1900-talet
Qadck-fa:k.54	Krigsekonomi och krisekonomi: Tyskland: historia: andra världskriget 1939-1945
Qadck-fa:k.55	Krigsekonomi och krisekonomi: Tyskland: historia: 1945-
Qadck-fa:k.6	Krigsekonomi och krisekonomi: Tyskland: historia: 2000-
Qadck-qa	Krigsekonomi och krisekonomi: Förenta staterna
Qadck-qdd:k.5	Krigsekonomi och krisekonomi: Brasilien: historia: 1914-
Qadck-qdd:k.6	Krigsekonomi och krisekonomi: Brasilien: historia: 2000-
Qadd(k)	Interstatligt ekonomiskt samarbete: kongresstryck
Qadd(p)	Interstatligt ekonomiskt samarbete: periodika
Qadd(u)	Interstatligt ekonomiskt samarbete: urkunder, lagar
Qadd(x)	Interstatligt ekonomiskt samarbete: lexikon
Qadd	Interstatligt ekonomiskt samarbete
Qadd:bf	Interstatligt ekonomiskt samarbete: institutioner
Qadd:k	Interstatligt ekonomiskt samarbete: historia
Qadd:oe	Interstatligt ekonomiskt samarbete: lagstiftning
Qadd:oi(p)	Interstatligt ekonomiskt samarbete: statistik: periodika
Qadd:oi	Interstatligt ekonomiskt samarbete: statistik
Qadd:t	Interstatligt ekonomiskt samarbete: matematik och statistisk metod
Qadd-a(k)	Interstatligt ekonomiskt samarbete: Europa: kongresstryck
Qadd-a(p)	Interstatligt ekonomiskt samarbete: Europa: periodika
Qadd-a(x)	Interstatligt ekonomiskt samarbete: Europa: lexikon
Qadd-a	Interstatligt ekonomiskt samarbete: Europa
Qadd-a:a	Interstatligt ekonomiskt samarbete: Europa: bibliografi
Qadd-a:bf	Interstatligt ekonomiskt samarbete: Europa: institutioner
Qadd-a:k.55	Interstatligt ekonomiskt samarbete: Europa: historia: 1945-
Qadd-a:k.6	Interstatligt ekonomiskt samarbete: Europa: historia: 2000-
Qadd-a:oe(p)	Interstatligt ekonomiskt samarbete: Europa: lagstiftning: periodika
Qadd-a:oe	Interstatligt ekonomiskt samarbete: Europa: lagstiftning
Qadd-az	Interstatligt ekonomiskt samarbete: Europa: särskilda orter
Qadd-az	Interstatligt ekonomiskt samarbete: Europa: särskilda orter
Qadd-ae(k)	Europeiska gemenskaperna: kongresstryck
Qadd-ae(p)	Europeiska gemenskaperna: periodika
Qadd-ae(p)/D	Europeiska gemenskaperna: periodika: maskinläsbara datafiler
Qadd-ae(u)	Europeiska gemenskaperna: urkunder, lagar
Qadd-ae(x)	Europeiska gemenskaperna: lexikon
Qadd-ae(ya)	Europeiska gemenskaperna: kartor
Qadd-ae	Europeiska gemenskaperna
Qadd-ae,u	Europeiska gemenskaperna: för barn och ungdom
Qadd-ae:a(p)	Europeiska gemenskaperna: bibliografi: periodika
Qadd-ae:a	Europeiska gemenskaperna: bibliografi
Qadd-ae:bf	Europeiska gemenskaperna: institutioner
Qadd-ae:k.55	Europeiska gemenskaperna: historia: 1945-
Qadd-ae:k.6	Europeiska gemenskaperna: historia: 2000-
Qadd-ae:oi(p)	Europeiska gemenskaperna: statistik: periodika
Qadd-ae:oi	Europeiska gemenskaperna: statistik
Qadd-b(k)	Interstatligt ekonomiskt samarbete: Norden: kongresstryck
Qadd-b	Interstatligt ekonomiskt samarbete: Norden
Qadd-bc	Interstatligt ekonomiskt samarbete: Nordkalotten
Qadd-c	Interstatligt ekonomiskt samarbete: Sverige
Qadd-da	Interstatligt ekonomiskt samarbete: Danmark
Qadd-db	Interstatligt ekonomiskt samarbete: Norge
Qadd-dd(p)	Interstatligt ekonomiskt samarbete: Finland: periodika
Qadd-et	Interstatligt ekonomiskt samarbete: Irland
Qadd-f	Interstatligt ekonomiskt samarbete: Mellaneuropa
Qadd-g:bf	Interstatligt ekonomiskt samarbete: Nederländerna, Belgien och Luxemburg: institutioner
Qadd-iv	Interstatligt ekonomiskt samarbete: Malta
Qadd-m	Interstatligt ekonomiskt samarbete: Östeuropa
Qadd-ma	Interstatligt ekonomiskt samarbete: Ryssland
Qadd-o	Interstatligt ekonomiskt samarbete: Asien
Qadd-oa	Interstatligt ekonomiskt samarbete: Främre Asien
Qadd-oaa	Interstatligt ekonomiskt samarbete: Turkiet
Qadd-oab	Interstatligt ekonomiskt samarbete: Cypern
Qadd-oah	Interstatligt ekonomiskt samarbete: Arabiska halvön
Qadd-oe	Interstatligt ekonomiskt samarbete: Östasien
Qadd-oea	Interstatligt ekonomiskt samarbete: Kina
Qadd-oec	Interstatligt ekonomiskt samarbete: Japan
Qadd-p	Interstatligt ekonomiskt samarbete: Afrika
Qadd-pe	Interstatligt ekonomiskt samarbete: Södra Afrika
Qadd-pe:a	Interstatligt ekonomiskt samarbete: Södra Afrika: bibliografi
Qadd-pg	Interstatligt ekonomiskt samarbete: Nordöstafrika
Qadd-q	Interstatligt ekonomiskt samarbete: Amerika
Qadd-q:bf	Interstatligt ekonomiskt samarbete: Amerika: institutioner
Qadd-qa	Interstatligt ekonomiskt samarbete: Förenta staterna
Qadd-qa:oe	Interstatligt ekonomiskt samarbete: Förenta staterna: lagstiftning
Qadd-qb:oe	Interstatligt ekonomiskt samarbete: Kanada: lagstiftning
Qadd-qc	Interstatligt ekonomiskt samarbete: Mexiko, Centralamerika och Västindien
Qadd-qca	Interstatligt ekonomiskt samarbete: Mexiko
Qadd-qd	Interstatligt ekonomiskt samarbete: Sydamerika
Qadd-qd:bf	Interstatligt ekonomiskt samarbete: Sydamerika: institutioner
Qade(k)	Världsekonomi: kongresstryck
Qade(p)	Världsekonomi: periodika
Qade(p)	Världsekonomi: periodika
Qade(x)	Världsekonomi: lexikon
Qade(y)	Världsekonomi: kartor och bilder
Qade(ya)	Världsekonomi: kartor
Qade	Världsekonomi
Qade	Världsekonomi
Qade:a	Världsekonomi: bibliografi
Qade:b	Världsekonomi: forskning
Qade:k	Världsekonomi: historia
Qade:k.4	Världsekonomi: historia: nya tiden
Qade:k.46	Världsekonomi: historia: 1815-1914
Qade:k.5	Världsekonomi: historia: 1914-
Qade:k.6	Världsekonomi: historia: 2000-
Qade:t	Världsekonomi: matematik och statistisk metod
Qade-c:oi(p)	Världsekonomi: Sverige: statistik: periodika
Qade-ocb	Världsekonomi: Thailand
Qade-oea	Världsekonomi: Kina
Qade-qd	Världsekonomi: Sydamerika
Qadea-ma	Världsekonomi: Ryssland
Qadf	Ekonomiska förhållanden
Qadg:t	Tjänster: matematik och statistisk metod
Qadg-ae	Tjänster: Europeiska unionen
Qadg-c(p)	Tjänster: Sverige: periodika
Qadg-c	Tjänster: Sverige
Qadh(k)	Industri: kongresstryck
Qadh(p)	Industri: periodika
Qadh	Industri
Qadh:k	Industri: historia
Qadh:k.52	Industri: historia: mellankrigstiden 1918-1939
Qadh:k.6	Industri: historia: 2000-
Qadh:oi(p)	Industri: statistik: periodika
Qadh:t	Industri: matematik och statistisk metod
